name,age,value,nationality,overall,potential,club
S. Kopp,23,€325K,Germany,61,69,SSV Jahn Regensburg
Cifu,27,€875K,Spain,69,69,Málaga CF
D. Lanius,21,€325K,Germany,61,69,SC Preußen Münster
M. Gaus,28,€825K,Germany,69,69,FC Ingolstadt 04
L. Reilly,18,€80K,England,51,69,Crewe Alexandra
F. Fielding,30,€675K,England,69,69,Bristol City
B. Halliday,22,€325K,England,61,69,Cambridge United
N. Theuerkauf,31,€700K,Germany,69,69,1. FC Heidenheim 1846
D. Amos,18,€160K,England,55,69,Doncaster Rovers
D. Daube,28,€1M,Germany,69,69,KFC Uerdingen 05
L. Lauberbach,20,€375K,Germany,61,69,FSV Zwickau
Iñaki Astiz,34,€325K,Spain,69,69,Legia Warszawa
L. Grimshaw,23,€375K,England,61,69,Motherwell
S. Bigalke,28,€1.1M,Germany,69,69,SpVgg Unterhaching
K. Knoyle,21,€325K,England,61,69,Swindon Town
S. Gonther,31,€700K,Germany,69,69,SG Dynamo Dresden
M. Schüler,20,€325K,Germany,61,69,FC Carl Zeiss Jena
B. Watson,32,€600K,England,69,69,Nottingham Forest
W. McDonald,21,€375K,England,61,69,Yeovil Town
Nono,27,€1.1M,Spain,69,69,AD Alcorcón
L. Ward,21,€160K,England,55,69,Northampton Town
M. Jacobs,26,€1.1M,England,69,69,Wigan Athletic
M. Makasi,22,€425K,England,62,69,West Ham United
Linares,35,€475K,Spain,69,69,CF Reus Deportiu
José Uche,18,€180K,Spain,58,69,SD Huesca
Alfaro,31,€925K,Spain,69,69,Córdoba CF
C. Randall,22,€325K,England,61,69,Rochdale
J. Hegeler,30,€775K,Germany,69,69,Bristol City
R. Watson,22,€280K,England,61,69,Scunthorpe United
Diego Capel,30,€1M,Spain,69,69,Extremadura UD
Raúl Vallejo,22,€375K,Spain,61,69,CD Numancia
Susaeta,33,€625K,Spain,69,69,Albacete BP
J. Sterry,22,€325K,England,61,69,Newcastle United
Alex Geijo,36,€375K,Spain,69,69,Venezia FC
R. Obermair,22,€325K,Germany,60,69,SK Sturm Graz
C. Skuse,32,€600K,England,69,69,Ipswich Town
C. Dyson,21,€375K,England,61,69,Plymouth Argyle
J. Vaughan,29,€1.1M,England,69,69,Wigan Athletic
B. Rowthorn,19,€300K,England,60,69,Southampton
David Rodríguez,32,€850K,Spain,69,69,CA Osasuna
R. Hunt,22,€325K,England,61,69,Oldham Athletic
D. Jones,33,€625K,England,69,69,Sheffield Wednesday
N. Anhölcher,18,€160K,Germany,56,69,VfR Aalen
D. Bernhardt,32,€600K,Germany,69,69,VfR Aalen
Lombo,19,€230K,Spain,60,69,CD Leganés
Germán,31,€700K,Spain,69,69,Granada CF
P. Choroba,22,€350K,Germany,62,69,SG Sonnenhof Großaspach
Toché,35,€475K,Spain,69,69,Real Oviedo
O. O'Dwyer,20,€160K,England,56,69,Crystal Palace
Ripa,32,€575K,Spain,69,69,CD Numancia
S. Shotton,17,€140K,England,57,69,Bury
Galán,32,€575K,Spain,69,69,CF Rayo Majadahonda
M. Norman,21,€150K,England,57,69,Rochdale
R. Holmes,31,€925K,England,69,69,Oxford United
M. Gillam,19,€180K,England,57,69,Rochdale
L. Murphy,28,€1M,England,69,69,Bolton Wanderers
C. Scott,19,€150K,England,54,69,Dundee FC
J. Hobbs,29,€825K,England,69,69,Bolton Wanderers
M. Seidel,23,€240K,Germany,60,69,1. FC Magdeburg
P. Klandt,34,€425K,Germany,69,69,1. FC Nürnberg
Leja,23,€240K,Spain,60,69,Granada CF
S. Riether,35,€230K,Germany,69,69,FC Schalke 04
T. Abrahams,19,€180K,England,57,69,Exeter City
L. Peltier,31,€700K,England,69,69,Cardiff City
M. Klass,19,€180K,England,57,69,Southend United
Baena,29,€825K,Spain,69,69,Melbourne Victory
C. Cooke,21,€325K,England,60,69,Peterborough United
P. Ziegler,28,€850K,Germany,69,69,Western Sydney Wanderers
N. Plume,21,€280K,Germany,60,69,VfL Sportfreunde Lotte
J. Hunt,27,€875K,England,69,69,Bristol City
N. Townsend,23,€325K,England,62,69,Newport County
N. Onuoha,31,€700K,England,69,69,Real Salt Lake
Abeledo,22,€425K,Spain,62,69,Gimnàstic de Tarragona
B. Nehrig,31,€700K,Germany,69,69,FC St. Pauli
T. Sibbick,19,€160K,England,57,69,AFC Wimbledon
F. Campbell,30,€1M,England,69,69,Hull City
M. Jenz,19,€130K,Germany,54,69,Fulham
Raúl Llorente,32,€575K,Spain,69,69,Western Sydney Wanderers
M. Krauß,21,€325K,Germany,60,69,SpVgg Unterhaching
Servando,34,€325K,Spain,69,69,Cádiz CF
L. Ritson,19,€160K,England,57,69,Hull City
C. Beck,30,€1M,Germany,69,69,1. FC Magdeburg
A. Pattison,20,€325K,England,60,69,Yeovil Town
G. Madine,27,€1.1M,England,69,69,Cardiff City
M. Hingerl,22,€325K,Germany,60,69,SG Sonnenhof Großaspach
R. Stearman,30,€775K,England,69,69,Sheffield United
P. Ng,22,€280K,England,60,69,Crewe Alexandra
C. McManaman,27,€1.1M,England,69,69,Wigan Athletic
C. Oliver,20,€160K,England,57,69,Brentford
M. Wittek,29,€825K,Germany,69,69,1. FC Heidenheim 1846
Abenza,22,€425K,Spain,62,69,UD Almería
M. Karl,32,€600K,Germany,69,69,SV Sandhausen
J. Yates,21,€425K,England,62,69,Carlisle United
J. Henry,29,€1M,England,69,69,Oxford United
H. Gilmour,19,€180K,England,57,69,Tranmere Rovers
Fernández,28,€825K,Spain,69,69,Córdoba CF
M. Sheaf,18,€140K,England,54,69,Hull City
Carlos Ruiz,34,€325K,Spain,69,69,CD Tenerife
U. Tezel,21,€280K,Germany,60,69,SC Preußen Münster
M. Morys,31,€925K,Germany,69,69,VfR Aalen
J. Graham,20,€190K,England,57,69,Mansfield Town
D. Pisot,30,€775K,Germany,69,69,Karlsruher SC
R. Husić,22,€240K,Germany,60,69,VfR Aalen
Noguera,28,€1.1M,Spain,69,69,CD Numancia
S. Pollock,17,€70K,England,51,69,Northampton Town
R. Taylor,33,€400K,England,69,69,Fleetwood Town
Quinti,21,€375K,Spain,62,69,Villarreal CF
M. Riemann,29,€700K,Germany,69,69,VfL Bochum 1848
Óscar Gil,20,€220K,Spain,59,69,Elche CF
Xavi Molina,31,€700K,Spain,69,69,KAS Eupen
T. Stevenson,19,€70K,England,51,69,Charlton Athletic
Aguilera,32,€600K,Spain,69,69,SD Huesca
O. Patrick,22,€250K,England,59,69,Yeovil Town
S. Celozzi,29,€800K,Germany,69,69,VfL Bochum 1848
D. Butler,23,€350K,England,62,69,Newport County
José Mari,30,€775K,Spain,69,69,Cádiz CF
S. Haubrock,18,€110K,Germany,53,69,VfL Osnabrück
J. Spence,28,€825K,England,69,69,Ipswich Town
E. Henschel,21,€250K,Germany,59,69,Hallescher FC
S. Sirigu,29,€800K,Germany,69,69,SV Darmstadt 98
J. Gerezgiher,22,€425K,Germany,62,69,SG Sonnenhof Großaspach
Dani Nieto,27,€1.1M,Spain,69,69,CD Numancia
F. Senninger,22,€350K,Germany,62,69,SV Meppen
L. Schmitz,29,€800K,Germany,69,69,Wolfsberger AC
S. Tigges,19,€240K,Germany,59,69,VfL Osnabrück
R. Strauß,31,€700K,Germany,69,69,1. FC Heidenheim 1846
D. Wright,23,€425K,England,62,69,St. Johnstone FC
D. Stockdale,32,€600K,England,69,69,Birmingham City
N. McGinley,21,€375K,England,62,69,Forest Green Rovers
J. Butterfield,28,€1M,England,69,69,Derby County
T. Wiesner,21,€190K,Germany,59,69,Fortuna Düsseldorf
S. Hain,29,€1.1M,Germany,69,69,SpVgg Unterhaching
L. Mandeville,21,€250K,England,59,69,Morecambe
T. Kirschbaum,31,€650K,Germany,69,69,Bayer 04 Leverkusen
A. McGowan,21,€220K,England,59,69,Hamilton Academical FC
M. Hartmann,32,€850K,Germany,69,69,SC Fortuna Köln
K. O'Connell,18,€170K,England,57,69,Bournemouth
Jonathan Pereira,31,€950K,Spain,69,69,AD Alcorcón
N. Böhmer,18,€150K,Germany,57,69,RB Leipzig
G. Niedermeier,32,€600K,Germany,69,69,Melbourne Victory
H. White,23,€350K,England,62,69,Mansfield Town
Isaac Becerra,30,€675K,Spain,69,69,Gimnàstic de Tarragona
B. Garratt,24,€325K,England,62,69,Crewe Alexandra
R. Weil,30,€775K,Germany,69,69,1. FC Magdeburg
J. Muscatt,20,€220K,England,59,69,Bolton Wanderers
B. Pitman,30,€1M,England,69,69,Portsmouth
N. Anderton,22,€220K,England,59,69,Accrington Stanley
C. Fandrich,27,€1M,Germany,68,69,FC Erzgebirge Aue
C. Kpekawa,22,€220K,England,59,69,St. Mirren
J. Mutch,26,€1M,England,68,69,Vancouver Whitecaps FC
A. Barnes,21,€190K,England,58,69,Colchester United
T. Meißner,27,€850K,Germany,68,69,Willem II
W. Wood,21,€220K,England,59,69,Accrington Stanley
C. Solly,27,€825K,England,68,69,Charlton Athletic
M. Boney,20,€90K,England,52,69,Blackpool
Fran Carbia,26,€1.1M,Spain,68,69,CF Reus Deportiu
K. Brünker,24,€425K,Germany,62,69,Bradford City
T. Adeyemi,26,€1M,England,68,69,Ipswich Town
R. Cooney,18,€170K,England,58,69,Bury
M. Kuhn,26,€850K,Germany,68,69,SV Wehen Wiesbaden
A. Little,21,€220K,England,58,69,Oxford United
B. Zolinski,26,€1.1M,Germany,68,69,SC Paderborn 07
J. Brown,20,€220K,England,59,69,Livingston FC
A. Weis,28,€725K,Germany,68,69,SSV Jahn Regensburg
Marcos Lavín,21,€170K,Spain,58,69,Córdoba CF
O. Lee,26,€1M,England,68,69,Heart of Midlothian
S. Karweina,19,€210K,Germany,58,69,VfL Sportfreunde Lotte
A. Grimaldi,27,€1M,Germany,68,69,TSV 1860 München
C. Mbulu,21,€190K,England,58,69,Motherwell
Álvaro,27,€1M,Spain,68,69,UD Almería
Y. Bangsow,20,€170K,Germany,58,69,Eintracht Braunschweig
V. Eicher,27,€625K,Germany,67,69,1. FC Heidenheim 1846
E. Bansen,20,€170K,Germany,58,69,SV Zulte-Waregem
S. Eastwood,29,€625K,England,67,69,Oxford United
Angel Sánchez,20,€375K,Spain,61,69,RCD Espanyol
J. Riedel,26,€775K,Germany,67,69,FC Hansa Rostock
Jon Bakero,21,€425K,Spain,62,69,Toronto FC
P. Göbel,24,€950K,Germany,67,69,FC Würzburger Kickers
N. Sheron,20,€180K,England,55,69,Fleetwood Town
S. Wannenwetsch,26,€775K,Germany,67,69,FC Hansa Rostock
N. Butzen,25,€925K,Germany,67,69,1. FC Magdeburg
M. Farrona Pulido,25,€925K,Germany,67,69,VfL Osnabrück
B. Bahn,25,€925K,Germany,67,69,Hallescher FC
S. Scherder,25,€775K,Germany,67,69,SC Preußen Münster
Quintanilla,27,€750K,Spain,67,69,Córdoba CF
Néstor Albiach,25,€925K,Spain,67,69,Sparta Praha
J. Löhmannsröben,27,€750K,Germany,67,69,1. FC Kaiserslautern
S. Wootton,26,€675K,England,66,69,Plymouth Argyle
Bastos,26,€650K,Spain,66,69,CF Reus Deportiu
J. Marquis,26,€825K,England,66,69,Doncaster Rovers
M. Dittgen,23,€825K,Germany,66,69,SV Wehen Wiesbaden
J. Meekings,25,€675K,England,66,69,Dundee FC
O. Bulut,24,€825K,Germany,66,69,Eintracht Braunschweig
M. Ballmert,24,€675K,Germany,66,69,SV Meppen
C. Tanner,23,€825K,England,66,69,Motherwell
W. Keane,25,€825K,England,66,69,Hull City
José Ángel,26,€775K,Spain,66,69,FK Bodø/Glimt
P. Steinhart,25,€675K,Germany,66,69,TSV 1860 München
E. Ebanks-Landell,25,€675K,England,66,69,Wolverhampton Wanderers
D. Rose,24,€825K,England,66,69,Mansfield Town
D. Thomalla,25,€825K,Germany,66,69,1. FC Heidenheim 1846
Rober Correa,25,€675K,Spain,66,69,Cádiz CF
T. Müller,23,€600K,Germany,65,69,1. FC Magdeburg
Alex Vallejo,26,€575K,Spain,65,69,Córdoba CF
G. Bigirimana,24,€700K,England,65,69,Motherwell
T. Rehfeldt,24,€600K,Germany,65,69,VfR Aalen
R. Edwards,24,€600K,England,65,69,Plymouth Argyle
N. Quaschner,24,€700K,Germany,65,69,DSC Arminia Bielefeld
M. Benning,24,€575K,England,65,69,Mansfield Town
F. Kath,23,€700K,Germany,65,69,SC Freiburg
K. Morris,24,€700K,England,65,69,Walsall
D. Poleon,24,€725K,England,65,69,Crawley Town
T. Albutat,25,€600K,Germany,65,69,MSV Duisburg
D. Wein,24,€500K,Germany,64,69,TSV 1860 München
H. Hansen,23,€500K,Germany,64,69,FC Würzburger Kickers
B. Jopek,24,€600K,Germany,64,69,Hallescher FC
L. Schnellbacher,24,€625K,Germany,64,69,VfR Aalen
J. Bond,25,€425K,England,64,69,West Bromwich Albion
O. Aydoğan,21,€600K,Germany,64,69,Beşiktaş JK
P. Schorr,23,€500K,Germany,64,69,VfR Aalen
O. Sowunmi,22,€500K,England,64,69,Yeovil Town
T. Anderson,24,€500K,England,64,69,Doncaster Rovers
J. Mitchell,23,€425K,England,64,69,Oxford United
J. Bolton,23,€500K,England,64,69,Shrewsbury
C. Pym,23,€425K,England,64,69,Exeter City
J. Roberts,24,€625K,England,64,69,Ipswich Town
S. Mai,24,€500K,Germany,64,69,Hallescher FC
Felipe,25,€500K,Spain,64,69,AD Alcorcón
J. Fehr,23,€600K,Germany,64,69,SG Sonnenhof Großaspach
B. Whitfield,22,€500K,England,63,69,Port Vale
Y. Thermann,24,€425K,Germany,63,69,SG Sonnenhof Großaspach
Borja,24,€500K,Spain,63,69,Elche CF
H. Boateng,22,€500K,England,63,69,Exeter City
Sergio Buenacasa,22,€525K,Spain,63,69,RCD Mallorca
A. Odabas,24,€425K,Germany,63,69,SSV Jahn Regensburg
N. Rieble,22,€425K,Germany,63,69,FC Hansa Rostock
D. Scarr,23,€425K,England,63,69,Birmingham City
Sito,21,€500K,Spain,63,69,Valencia CF
H. Bonmann,24,€375K,Germany,63,69,TSV 1860 München
R. Guder,23,€525K,Germany,63,69,SV Wehen Wiesbaden
R. Healey,23,€425K,England,62,69,Milton Keynes Dons
M. Clayton,23,€425K,England,62,69,Blackpool
Hernáiz,20,€425K,Spain,62,69,Albacete BP
M. Hiller,21,€325K,Germany,62,69,TSV 1860 München
M. Owusu,23,€425K,Germany,62,69,SG Sonnenhof Großaspach
C. Peters,19,€170K,England,55,68,Walsall
J. Taylor,25,€900K,England,67,68,Rotherham United
P. Kalambayi,18,€130K,England,54,68,AFC Wimbledon
B. Webster,31,€600K,England,68,68,Millwall
J. Hanson,18,€140K,England,54,68,Millwall
J. Bunney,24,€400K,England,63,68,Blackpool
M. Heinrich,20,€300K,Germany,60,68,SC Preußen Münster
Manolo Reina,33,€450K,Spain,68,68,RCD Mallorca
R. Charles-Cook,21,€300K,England,60,68,Gillingham
Juan Hernández,23,€500K,Spain,63,68,Cádiz CF
J. Hildebrandt,21,€300K,Germany,61,68,FC Hansa Rostock
C. Quaner,27,€950K,Germany,68,68,Huddersfield Town
K. Gipson,22,€300K,Germany,61,68,SV Sandhausen
S. Sama,25,€425K,Germany,63,68,Heracles Almelo
N. Freeman,22,€425K,England,62,68,Wycombe Wanderers
I. Vassell,24,€700K,England,65,68,Birmingham City
L. Davies,18,€130K,England,56,68,Cambridge United
D. Buballa,28,€700K,Germany,68,68,FC St. Pauli
R. Dickie,22,€260K,England,60,68,Oxford United
J. Putze,23,€425K,Germany,63,68,VfL Sportfreunde Lotte
L. Watkowiak,22,€300K,Germany,62,68,SV Wehen Wiesbaden
F. Schönheim,31,€600K,Germany,68,68,1. FC Union Berlin
M. Schmeling,18,€130K,Germany,54,68,MSV Duisburg
P. Schönfeld,29,€850K,Germany,68,68,SV Wehen Wiesbaden
L. Mwandwe,17,€70K,England,51,68,Shrewsbury
T. Hateley,28,€725K,England,68,68,Piast Gliwice
J. Theissen,20,€140K,Germany,57,68,Fortuna Düsseldorf
J. Schauerte,30,€650K,Germany,68,68,KAS Eupen
T. Möller,19,€110K,Germany,52,68,VfL Osnabrück
R. Klingenburg,24,€575K,Germany,64,68,SC Preußen Münster
K. Henry,18,€150K,England,56,68,Yeovil Town
L. Steele,33,€450K,England,68,68,Nottingham Forest
Kike,21,€425K,Spain,62,68,Real Valladolid CF
A. Baptiste,32,€525K,England,68,68,Queens Park Rangers
M. Onuoha,19,€170K,Germany,58,68,VfR Aalen
D. Hylton,29,€900K,England,68,68,Luton Town
Aarón,22,€300K,Spain,62,68,Granada CF
Jordi Sánchez,23,€425K,Spain,62,68,CD Numancia
K. McFarlane,21,€240K,England,59,68,Birmingham City
David Rocha,33,€525K,Spain,68,68,Gimnàstic de Tarragona
D. Tuma,22,€350K,Germany,61,68,Hallescher FC
J. Buxton,33,€375K,England,68,68,Burton Albion
J. Holldack,22,€160K,Germany,57,68,KFC Uerdingen 05
D. Hägele,29,€850K,Germany,68,68,FC Würzburger Kickers
Roger Riera,23,€300K,Spain,61,68,Villarreal CF
T. Hopper,24,€700K,England,65,68,Southend United
M. Eberwein,22,€300K,Germany,60,68,SC Fortuna Köln
Borja Galán,25,€775K,Spain,66,68,AD Alcorcón
C. Kirby,19,€110K,England,52,68,Sheffield Wednesday
C. Schoppenhauer,26,€650K,Germany,66,68,FC St. Pauli
L. Beckemeyer,18,€80K,Germany,52,68,VfL Osnabrück
Javi Hernández,29,€875K,Spain,68,68,Cracovia
L. Baines,19,€100K,England,52,68,Fleetwood Town
J. Cousins,24,€775K,England,66,68,Queens Park Rangers
J. Hodek,20,€180K,Germany,58,68,FSV Zwickau
M. Pinnock,23,€500K,England,63,68,AFC Wimbledon
Adrián,22,€230K,Spain,60,68,Elche CF
S. Nachreiner,29,€700K,Germany,68,68,SSV Jahn Regensburg
S. Alzate,19,€160K,England,56,68,Swindon Town
M. Grösch,24,€425K,Germany,63,68,FC Carl Zeiss Jena
J. Houghton,22,€350K,England,61,68,Milton Keynes Dons
P. Fabian,30,€675K,Germany,68,68,VfL Bochum 1848
Parra,22,€300K,Spain,61,68,AD Alcorcón
J. Grounds,30,€650K,England,68,68,Bolton Wanderers
H. Clifton,20,€160K,England,56,68,Grimsby Town
Querol,29,€875K,Spain,68,68,CF Reus Deportiu
C. Maycock,20,€180K,England,58,68,Macclesfield Town
M. Beister,27,€950K,Germany,68,68,KFC Uerdingen 05
Ximo Miralles,22,€230K,Spain,60,68,AD Alcorcón
Álvaro Traver,25,€675K,Spain,65,68,Real Sporting de Gijón
J. Sparkes,17,€100K,England,52,68,Exeter City
R. Wood,32,€525K,England,68,68,Rotherham United
G. Pintidis,18,€100K,Germany,52,68,FC Ingolstadt 04
S. Mantom,26,€775K,England,66,68,Southend United
A. Hinds,18,€130K,England,56,68,Rotherham United
P. Hartley,30,€675K,England,68,68,Motherwell
A. Beyazıt,21,€240K,Germany,59,68,FC Energie Cottbus
M. Kegel,28,€900K,Germany,68,68,SC Fortuna Köln
Miquel Parera,22,€260K,Spain,61,68,RCD Mallorca
Bellvís,33,€350K,Spain,68,68,AD Alcorcón
C. Sickinger,20,€140K,Germany,56,68,1. FC Kaiserslautern
Juanma,27,€950K,Spain,68,68,V-Varen Nagasaki
V. Reitstetter,20,€150K,Germany,55,68,FC Carl Zeiss Jena
Martínez,25,€500K,Spain,64,68,Granada CF
R. Wulle,24,€260K,Germany,61,68,SV Sandhausen
P. Downing,26,€650K,England,66,68,Blackburn Rovers
I. Olaofe,18,€150K,England,56,68,Millwall
A. Stewart,25,€575K,England,65,68,Wycombe Wanderers
R. Sandford,19,€130K,England,55,68,Millwall
M. Kightly,32,€700K,England,68,68,Southend United
S. Facey,23,€300K,England,61,68,Northampton Town
J. Mattock,28,€700K,England,68,68,Rotherham United
Cordero,23,€260K,Spain,61,68,Gimnàstic de Tarragona
A. Hammill,30,€850K,England,68,68,St. Mirren
M. Schlegel,21,€210K,Germany,58,68,FC Carl Zeiss Jena
M. Grün,31,€550K,Germany,68,68,SV Darmstadt 98
A. Smith,20,€150K,England,54,68,Hamilton Academical FC
J. Rodwell,27,€925K,England,68,68,Blackburn Rovers
K. Schlotterbeck,21,€180K,Germany,58,68,SC Freiburg
S. Mamba,24,€600K,Germany,64,68,FC Energie Cottbus
Javi Pérez,22,€300K,Spain,60,68,Real Valladolid CF
Gerard Badía,28,€900K,Spain,68,68,Piast Gliwice
H. Darling,18,€130K,England,54,68,Cambridge United
B. Heneghan,24,€350K,England,62,68,Blackpool
I. Meite,21,€210K,England,58,68,Cardiff City
M. Kilgallon,34,€270K,England,68,68,Hamilton Academical FC
B. Hanlan,21,€350K,England,61,68,Gillingham
T. Rieder,24,€425K,Germany,63,68,SV Darmstadt 98
H. Smith,19,€100K,England,52,68,Bristol City
J. Clarke,23,€500K,England,64,68,Brentford
N. Amamoo,20,€180K,Germany,57,68,Karlsruher SC
E. Lee,23,€500K,England,63,68,Luton Town
J. Morris,18,€60K,England,50,68,Doncaster Rovers
Mario Ortíz,29,€850K,Spain,68,68,CF Reus Deportiu
P. Gehrmann,23,€210K,Germany,59,68,FC Energie Cottbus
S. Schuppan,31,€600K,Germany,68,68,FC Würzburger Kickers
Oleaga,21,€180K,Spain,59,68,Athletic Club de Bilbao
Josete,30,€675K,Spain,68,68,CD Lugo
Samu Pérez,21,€180K,Spain,59,68,Real Valladolid CF
S. Ruprecht,31,€600K,Germany,68,68,SC Fortuna Köln
N. Fiedler,20,€180K,Germany,57,68,Hallescher FC
Lobato,29,€875K,Spain,68,68,Sporting Kansas City
J. Wicks,18,€120K,England,53,68,Millwall
Olmo,33,€375K,Spain,68,68,CF Reus Deportiu
J. Pask,20,€160K,England,57,68,West Ham United
K. Harris,25,€675K,England,65,68,Cardiff City
N. Kastenhofer,19,€110K,Germany,53,68,Hallescher FC
A. Wiegel,26,€750K,Germany,68,68,MSV Duisburg
J. Schau,19,€170K,Germany,58,68,FC Carl Zeiss Jena
J. van den Bergh,31,€575K,Germany,68,68,Holstein Kiel
J. Scholz,19,€130K,Germany,54,68,1. FC Kaiserslautern
José Juan,39,€60K,Spain,68,68,Elche CF
C. Krempicki,23,€400K,Germany,62,68,KFC Uerdingen 05
R. Smallwood,27,€750K,England,68,68,Blackburn Rovers
J. Sievers,23,€230K,Germany,60,68,1. FC Kaiserslautern
Luis Ruiz,26,€550K,Spain,65,68,CD Lugo
J. Brown,20,€160K,England,56,68,Barnsley
T. Werner,32,€700K,Germany,68,68,VfB Stuttgart
Z. Hakeem,19,€170K,England,55,68,Mansfield Town
S. Gündüz,24,€800K,Germany,66,68,SV Darmstadt 98
N. Mantl,18,€110K,Germany,54,68,SpVgg Unterhaching
S. Kurt,21,€425K,Germany,62,68,Hertha BSC
C. Royo,17,€60K,Germany,51,68,SV Darmstadt 98
K. McFadzean,31,€600K,England,68,68,Burton Albion
A. Koljic,19,€140K,Germany,56,68,SC Fortuna Köln
Tyronne,27,€950K,Spain,68,68,CD Tenerife
S. Härtel,19,€170K,Germany,57,68,FC Erzgebirge Aue
J. Wright,32,€525K,England,68,68,Sheffield United
D. Grimshaw,20,€120K,England,54,68,Manchester City
T. Perthel,29,€675K,Germany,68,68,VfL Bochum 1848
E. Zehir,20,€160K,Germany,57,68,FC St. Pauli
K. Burger,23,€425K,Germany,63,68,SG Sonnenhof Großaspach
B. Barclay,21,€180K,England,58,68,Brighton & Hove Albion
S. Walker,26,€475K,England,65,68,Reading
T. Cordner,19,€170K,England,58,68,Bournemouth
J. Zimmermann,33,€450K,Germany,68,68,Eintracht Frankfurt
M. Köbbing,21,€140K,Germany,57,68,1. FC Heidenheim 1846
P. Müller,23,€600K,Germany,64,68,SC Preußen Münster
I. Pearce,19,€160K,England,56,68,Forest Green Rovers
D. Gerken,33,€450K,England,68,68,Ipswich Town
C. Main,26,€800K,England,66,68,Motherwell
J. Leist,30,€675K,Germany,68,68,SG Sonnenhof Großaspach
J. Bachmann,22,€500K,Germany,64,68,FC Würzburger Kickers
Juan Carlos,30,€575K,Spain,68,68,CD Numancia
S. Schipplock,29,€900K,Germany,68,68,DSC Arminia Bielefeld
L. Berry,25,€675K,England,65,68,Luton Town
B. Amos,28,€625K,England,68,68,Millwall
D. Button,29,€600K,England,68,68,Brighton & Hove Albion
F. Weber,23,€425K,Germany,63,68,TSV 1860 München
K. Anderson,23,€600K,England,64,68,Swindon Town
O. Threlkeld,24,€500K,England,64,68,Waasland-Beveren
N. Brandenburger,23,€425K,Germany,63,68,SC Fortuna Köln
De Los Reyes,26,€550K,Spain,65,68,UD Almería
Marc Pedraza,31,€600K,Spain,68,68,RCD Mallorca
R. Sukuta-Pasu,28,€925K,Germany,68,68,MSV Duisburg
T. Naylor,27,€625K,England,66,68,Portsmouth
Lillo,29,€675K,Spain,68,68,CA Osasuna
J. Stockley,24,€700K,England,65,68,Exeter City
J. Mousinho,32,€525K,England,68,68,Oxford United
H. Lennon,23,€425K,England,63,68,Southend United
J. Clark,24,€675K,England,65,68,Accrington Stanley
