ï»¿SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE CITY,DEPARTURE STATE,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,LOST,PHOTO ON FILE,MISC INFORMATION,MUSEUM CROSS REFERENCE
S.S.J Nickerson,,Robert Given,schooner,1879,"Brunswick, ME",5/9/1883,1883,5,9,Five Fathom Bank SSE 40 mi,,,"Collision w/ ""S Conant""",,,98,26,9.5,180,,"Portland, ME",Baracoa,Cuba,"New York, NY",Farr,,,,,,,,N,N,Made New York for repairs,
S.S.J P Loffland,,,schooner,,,12/24/1857,1857,12,24,Little Egg Harbor,,,Stranded,,,,,,,,,,,"New York, NY",,,,,"$5,000",,,,,N,,
S.S.J R Bodwell,,,schooner,1899,"Bath, ME",10/16/1916,1916,10,16,Sandy Hook,,,Foundered and sank,Wood,US,100.3,26.9,8.5,224,174,"Baltimore, MD",Sullivan,ME,"Philadelphia, PA",,5,,0,,,Paving stones,Sandy Hook #97,Y,N,#75650; Total loss,
S.S.J R Curdy,,,schooner,,,3/19/1855,1855,3,19,Lower New York Bay,,,Collision in gale,,,,,,,,,,,,,,,,,,,,Y,N,Total loss; crew lost,
S.S.J R Moffett,,,schooner,1893,"Pokomoke City, MD",1/24/1898,1898,1,24,Little Egg LSS W 1 mi,,,Stranded,,US,70,21,5.4,44.59,42.37,"Chincoteague, VA",James River,VA,"West Creek, NJ",Matthews,4,,0,"$2,500",$155,Oysters,Little Egg,N,N,#77100; Refloated,
S.S.J Ricardo Jova,,,schooner,,,11/26/1878,1878,11,26,Cape May E .75 mi,,,Stranded,,,,,,332.3,,"Philadelphia, PA",,,,,,,,,,,Cape May #40,N,N,#13830; Refloated,
S.S.J T Weeks,,,schooner,,,1838 - 1878,1860,,,Barnegat Inlet N 8.5 mi,,,Wrecked,,,,,,,,,,,,,,,,,,,,,N,,
S.S.J Townsend,,,schooner,,,3/3/1870,1870,3,3,Brigantine Beach,,,Stranded,,,,,,,,,,,,,5,,0,,,,,,N,,
S.S.J V Wellington,,,schooner,1861,"Philadelphia, PA",11/27/1886,1886,11,27,Hereford Inlet,,,Stranded,,,112,29,9.4,256.72,243.88,"Boston, MA",Boston,MA,"Philadelphia, PA",Newcomb,,,,"$5,000",,,Hereford #35 & 36,N,N,#12659: Refloated,
S.S.J Vann,,,schooner,,,5/5/1870,1870,5,5,Barnegat Shoal,,,Stranded,,,,,,,,,,,,,6,,0,,,,,,N,,
S.S.J W Heath,,,schooner,,,6/22/1852,1852,6,22,Cape May,,,Capsized,,,,,,,,,Philadelphia,PA,"Medford, MA",,,,0,,,Coal,,Y,N,Sank; Total loss,
S.S.J W Morris,,E Pierce et al,schooner,1868,"Newburgh, NY",10/8/1873,1873,10,8,Sandy Hook Point S 1 mi,,,Stranded,Wood,,60,22,5.3,54,,"Squan, NJ",Newark,NJ,Virginia,A T Longstreet,4,,0,"$6,000",$100,Lime,Sandy Hook #1,N,N,#75064; Refloated,
S.S.J W Peasley,,,schooner,,,11/20/1875,1875,11,20,Barnegat,,,Split sails in gale,,England,,,,104.65,,"Jonesport, ME",St John,NB,"Philadelphia, PA",,,,,,,,,,N,#75685,
S.S.J W Webster,,John R Pruyn,schooner,1855,"New York, NY",4/13/1864,1864,4,13,"Long Branch, NJ",,,Grounded,,,121.6,29.6,12.6,390,,"New York, NY",Port Royal,SC,"New York, NY",Blake,,,,,,In ballast,,,N,,
S.S.Jack Tier,,,schooner,1902,"Beaufort, NC",7/1/1904,1904,7,1,Barnegat Shoal,,,Grounded,,,32,13,3.4,7,7,"Beaufort, NC",Charleston,SC,"Barnegat, NJ",Kent,3,,0,,,,,N,N,#77552; Refloated,See scrapbooks 38 - 43 - Purple Misc
S.S.Jacob Duryea,,,schooner,1851,"Brookhaven, NY",1/7/1892,1892,1,7,Cape May LSS NW .5 m,,,Grounded in gale,,,65.2,25.3,6.4,59,56,"Somers Point, NJ",Norfolk,VA,"Atlantic City, NJ",Young,4,,0,"$2,000",$450,Lumber,Cape May,Y,N,#13842; Total loss; crew saved,
S.S.Jacob M Haskell,,Crowell & Thurlow,schooner,1901,"Rockland, ME",6/2/1918,1918,6,2,Barnegat Light SE 50 mi,39-36-00 N,73-01-30 W,Torpedoed by U-151,Wood,US,226.8,42,20.5,1778,1362,"Boston, MA",Norfolk,VA,"Portland, ME",William H Davis,10,,0,,,Coal,,Y,Y,#77478;  Total loss; Black Sunday wreck,
S.S.Jacob Vaughn,J Vann,D S Parker & Amos Falkinburgh,schooner,1854,"Forked River, NJ",5/5/1870,1870,5,5,Barnegat Inlet,,,Grounded,Wood,US,,,,45,,"Forked River, NJ",New York,NY,"Forked River, NJ",F Matthews,4,,0,,,Coffee & assorted cargo,,Y,N,Total loss,
S.S.James A Bayard,,,schooner,,,1/1838,1838,1,,Egg Harbor,,,Abandoned at sea,,,,,,,,,,,,,,,,,,,,Y,N,,
S.S.James A Saunders,,,schooner,,,4/1850,1850,4,,Absecon,,,Stranded; Bilged,,,,,,,,"Hampton, VA",Hampton,VA,"New York, NY",Fennis,,,,,,Oysters,,,N,,
S.S.James B Anderson,,Hall & Son,schooner,1871,"Frederica, DE",6/8/1879,1879,6,8,Barnegat SE 8 mi,,,Lost sails in gale,,,,,,163,,"Frederica, DE",Bridgeport,CT,"Philadelphia, PA",Wriggs,,,,,,,,N,N,#75351; Partial loss,
S.S.James B Johnson,,George Shaw,schooner,1858,"Nacote Creek, Galloway, NJ",1/24/1890,1890,1,24,Forked River LSS S .5 m,,,Stranded,Wood,US,91.9,27.3,8.2,147.82,140.43,"Philadelphia, PA",Bogue Inlet,NC,"New York, NY",Smith Shaw,4,,0,"$4,500","$1,600",225 ton lumber,"Forked River 15, 16, 17",,N,#12912,
S.S.James B Ogden,,,schooner,1880,"Alexandria, VA",2/5/1888,1888,2,5,Sandy Hook Flynns Knoll,,,Stranded,Wood,US,160,36,17.6,678.7,644.77,"New York, NY",Newport News,VA,"New York, NY",Towles,9,,0,"$25,000","$4,500",Coal,Sandy Hook,N,N,#76154; Refloated,
S.S.James Baird,,D A Mullen,schooner,1891,"Camden, NJ",8/24/1893,1893,8,24,Barnegat ENE 25 mi,,,Dismasted in gale,Wood,,142.7,35,11.4,391.1,371.55,"Philadelphia, PA",Sullivan,ME,"Philadelphia, PA",D A Mullen,4,3,1,"$25,000","$2,000",575 ton Paving stones,,N,N,#77000; Capt injured and died,
S.S.James Bewley,,,schooner,,,2/1867,1867,2,,Barnegat Inlet N 6.5 mi,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,,
S.S.James Butler,,,schooner,1876,"Toltenville, NY",2/19/1893,1893,2,19,Sandy Hook,,,Foundered,,,78.6,19.8,5.6,56.5,53.6,"New York, NY",Perth Amboy,NJ,"Sandy Hook, NJ",,4,,0,,,Coal,,Y,N,#13265; Sank,
S.S.James C Fisher,,,schooner,,,1/3/1852,1852,1,3,Seven Mile Beach,,,Stranded,,,,,,,,,,,"New York, NY",,,,,,,,,Y,N,Crew saved; ship & cargo lost,
S.S.James D Godfrey,,,schooner,,,12/28/1878,1878,12,28,Cape May LSS E .25 mi,,,Stranded in ice,,,,,,15.95,,"Dorchester, NJ",Philadelphia,PA,"Leesburg, VA",,,,,,,,Cape May #40,N,N,#75456; Refloated,
S.S.James E Kelsey,,W A Bodine,schooner,1871,"Millville, NJ",4/6/1885,1885,4,6,Little Egg Harbor Inlet,,,Stranded,,,77.8,26.4,6.7,102,,"New York, NY",Keyport,NJ,"Rappahanock, VA",Longstreet,,,,,,In ballast,Little Egg,N,N,#75321; Refloated,
S.S.James Emott,,,schooner,,,12/15/1840,1840,12,15,Seven Mile Beach,,,Grounded,,,,,,,,"Philadelphia, PA",Philadelphia,PA,"New York, NY",,,,,,,,,,N,,
S.S.James Fisher,,,schooner,,,10/12/1834,1834,10,12,Barnegat Inlet,,,Stranded,,,,,,,,,,,,,,,,,,,,Y,N,Ship & cargo plundered by land pirates,
S.S.James H Braine,,,schooner,,,1853,1853,,,Absecon Beach,,,Stranded,,,,,,,,"Yarmouth, NS",West Indies,,"New York, NY",,,,,,,,,Y,N,Near total loss,
S.S.James H Gordon,,W Irelass,schooner,1871,"Mays Landing, NJ",4/27/1886,1886,4,27,Cape May Point,,,Damaged in storm; Lost sails,,,126.3,31.6,16.1,356,,,Portland,ME,"Philadelphia, PA",William Lawrence,,,,,,,,N,N,#75335,
S.S.James H Hoyt,,C D Anderson,schooner,1853,"Belleville, NJ",3/15/1870,1870,3,15,Atlantic Highlands,,,Stranded in gale,,,106,28.6,9,196,,"Staten Island, NY",,,,Dan Anderson,5,,5,,,,,Y,N,Total loss,
S.S.James H Strupe,,,schooner,,,4/4/1861,1861,4,4,Pecks Beach,,,Stranded,,,,,,,,,Boston,MA,"Philadelphia, PA",,,,,,,,,N,N,Refloated,
S.S.James I Day,,Benjamin Baker,schooner,1855,"Stonington, CT",12/10/1864,1864,12,10,Squan Inlet,,,Foundered,Wood,US,87,20,7.6,136,,"Stonington, CT",Philadelphia,PA,"Dighton, MA",,,,,,,,,Y,N,#2417; Total loss,
S.S.James Jones,,William Tilton,schooner,1858,"Bass River, NJ",10/31/1883,1883,10,31,Barnegat Shoal,,,Stranded,Wood,US,109,29.6,9.6,253,,"Perth Amboy, NJ",Philadelphia,PA,"Somerset, MA",Townsend,6,,0,"$5,000","$1,000",Coal,Barnegat & Forked River,Y,N,#13351; Total loss,
S.S.James L Maloy,,,schooner,,,3/3/1873,1873,3,3,Cape May Beach,,,Stranded,,,,,,174.81,,"Philadelphia, PA",New York,NY,"Philadelphia, PA",R Russell,6,,0,"$6,000","$4,000",Salt,Cape May #40,N,N,#13398; Refloated,
S.S.James M Hall (1880),,H Hill,schooner,1879,"Milford, DE",4/12/1880,1880,4,12,Little Egg Inlet Shoal,,,Stranded,Wood,US,90.4,27.2,5.5,87,67,"Philadelphia, PA",New York,NY,"Norfolk, VA",Davis,5,,0,"$8,000","$2,000",Assorted cargo,Little Egg #23,N,N,#26084; Refloated,
S.S.James M Hall (1888),,Geoge Taulane,schooner,1879,"Milford, DE",6/16/1888,1888,6,16,Barnegat E 10 mi,,,Dismasted by lightning,Wood,US,90.4,27.2,5.5,87,67,"Philadelphia, PA",Providence,RI,"New Bern, NC",Joseph S Hubbard,5,,0,"$6,000", ,None,,N,N,#26084; Towed in by Pilot boat,
S.S.James M Hall (1906),,H Hill,schooner,1879,"Milford, DE",11/15/1906,1906,11,15,Long Branch LSS S .5 mi,,,Stranded,Wood,US,90.4,27.2,5.5,87,67,"Somers Point, NJ",Indian Creek,VA,"New York, NY",York,4,,0,"$2,000","$5,500",Oil,Long Branch #4,,N,#26084,
S.S.James M Vandervorse,,,schooner,,,1/7/1878,1878,1,7,Little Egg Harbor LSS N 1 mi,,,Grounded,,,,,,40,,"Perth Amboy, NJ",Virginia,,"New York, NY",Brown,5,,0,"$3,500",$240,Pinewood,Little Egg #23,N,N,Refloated,
S.S.James M Williams,,,schooner,,,9/19/1846,1846,9,19,Barnegat Light S 4 mi,,,Stranded in gale,,,,,,,,"Taunton, MA",Norfolk,VA,"New York, NY",Eldridge,,,,,,9000 bushels corn,,N,N,Refloated,
S.S.James Ponder,,,schooner,1866,,4/20/1897,1897,4,20,"Cobbs Island, VA",,,Stranded,Wood,US,,,,271.62,,"Tuckerton, NJ",Virginia,,"New York, NY",W A Maxwell,6,2,0,"$2,000","$1,200",350 ton Railroad ties,Cobbs Island,Y,N,#13732; Total loss,
S.S.James R Clements,,William Farson,schooner,1865,,2/22/1878,1878,2,22,Deal Beach,,,Grounded,Wood,US,,,,79.39,,"Philadelphia, PA",Keyport,NJ,"Fairhaven, CT",D B Pierce,5,,0,"$4,000","$1,300",Oysters,Deal #6,Y,N,#13730; Total loss,
S.S.James S Hewitt,,E Foster,schooner,1855,"Cape May, NJ",9/4/1880,1880,9,4,Atlantic City LSS N .25 mi,,,Stranded,Wood,US,108.8,28.7,10.8,204,,"Philadelphia, PA",Boston,MA,"Philadelphia, PA",,6,,0,,,In ballast,Atlantic City #27,N,N,#13370; Refloated,
S.S.James W Elwell (1916),,,schooner,1892,"Bath, ME",3/15/1916,1916,3,15,"Monmouth Beach, Long Branch",,,In distress,Wood,,196.4,39.9,18.3,1192,1081,"Portland, ME",,,,,9,2,0,"$35,000",,,Monmouth Beach,N,N,#77069; Towed to port,
S.S.James W Lee (1887),,,schooner,1868,"English Creek, NJ",12/6/1887,1887,12,6,Barnegat Shoal,,,Grounded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",New York,NY,"Barnegat City, NJ",Buck,2,,0,$700,$100,Stone,Barnegat,N,N,#13903; Refloated undamaged,
S.S.James W Lee (1888),,,schooner,1868,"English Creek, NJ",6/19/1888,1888,6,19,Hereford Inlet LSS NE .5 mi,,,Stranded after dragging anchor,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",,,At anchor,Buck,0,,0,$800,,,Hereford Inlet ,N,N,#13903; Refloated; returned to anchor,
S.S.James W Lee (1890),,,schooner,1868,"English Creek, NJ",10/26/1890,1890,10,26,Hereford Inlet LSS N .5 mi,,,Grounded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",,,Cruising,Buck,3,,0,$700,,None,Hereford Inlet ,N,N,#13903; Refloated,
S.S.James W Lee (1891),,,schooner,1868,"English Creek, NJ",3/6/1891,1891,3,6,Corsons Inlet LSS SW 1 mi,,,Stranded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Ludlums Bay,NJ,"Hereford Inlet, NJ",Buck,3,,0,$700,,None,Corsons Inlet,N,N,#13903; Refloated,
S.S.James W Lee (1894),,,schooner,1868,"English Creek, NJ",2/26/1894,1894,2,26,Barnegat Inlet,,,Grounded in gale,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Cape May,NJ,"Barnegat City, NJ",Buck,2,,0,$700,,,,N,N,#13903; Refloated,
S.S.James W Lee (1899),,,schooner,1868,"English Creek, NJ",11/23/1899,1899,11,23,Turtle Gut LSS SSW 1 3/4 mi,,,Stranded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Great Egg Harbor,NJ,"Hereford Inlet, NJ",Buck,3,,0,$700,,None,Turtle Gut,N,N,#13903; Refloated,
S.S.James W Lee (1900),,,schooner,1868,"English Creek, NJ",4/10/1900,1900,4,10,Corsons Inlet SSW 2.25 mi,,,Stranded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Chincoteague,VA,"Lodlows Bay, NJ",Buck,2,,0,$700,$400,Oysters,,N,N,#13903; Refloated,
S.S.James W Lee (1901),,,schooner,1868,"English Creek, NJ",3/31/1901,1901,3,31,Little Egg Inlet Middle Ground,,,Grounded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Hereford Inlet,NJ,"Little Egg Harbor, NJ",Buck,2,,0,$900,,None,Little Beach,N,N,#13903; Refloated,
S.S.James W Lee (1909),,,schooner,1868,"English Creek, NJ",6/2/1909,1909,6,2,Barnegat Inlet LSS N 1/4 mi,,,Grounded,Wood,US,43.5,18.2,4.5,20,19,"Bridgeton, NJ",Hereford Inlet,NJ,"Barnegat City, NJ",Buck,3,,0,$800,$600,Buoys,Barnegat; Forked River,N,N,#13903; Refloated,
S.S.Jane (1808),,,schooner,,,11/1808,1808,11,,Cape May,,,Parted cables,,,,,,,,,Richmond,VA,,,,,,,,,,N,N,,
S.S.Jane C Doughty,,,schooner,,,4/1858,1858,4,,,,,Lost,`,,,,,,,,Atlantic City,NJ,"New York, NY",,,,,"$3,000",,,,Y,N,Total loss,
S.S.Jane Henderson,,,schooner,,,3/14/1853,1853,3,14,Hereford Inlet,,,Abandoned,,,,,,,,"Port Elizabeth, NJ",Philadelphia,PA,"New York, NY",,,,,,,,,Y,N,"Sank; Crew rescued by ""Northern Lights""",
S.S.Janie T Lewis,,,schooner,1884,"Machipongo, VA",4/5/1903,1903,4,5,Atlantic City LSS E .25 mi,,,Stranded in storm,Wood,,51.8,17.7,4.6,25,24,"Chincoteague, VA",Chincoteague,VA,"Atlantic City, NJ",Tull,4,,0,"$1,500",$600,Oysters,Atlantic City,N,N,#76489; Refloated,
S.S.Jason,,Longfellow et al,schooner,1863,"Machias, ME",2/28/1875,1875,2,28,Little Egg Harbor shoal,,,Grounded,,US,88.1,28.3,8.5,122,,"Machias, ME",Fernandina,FL,"Philadelphia, PA",Steven E  Sawyer,5,,0,"$2,500","$2,400",Lumber,Little Egg Harbor #23,Y,N,Broke up; Total loss,
S.S.Jasper,,,schooner,,,5/12/1856,1856,5,12,Cape May Joe Flogger Shoal,,,Stranded,,,,,,,,,Philadelphia,PA,"Boston, MA",,,,,,,,,Y,N,Total loss,
S.S.Jean,Nisseqogue,William C Reid,schooner,1917,"Brunswick, GA",1/21/1928,1928,1,21,"Gas Buoy, NJ",,,"Collision w/ ""City of Glasgow""",Wood,,194.5,39.5,14.7,971,859,"New York, NY",,,,,9,,0,,,,,Y,N,"#215057; Total loss; formerly ""Nisseqogue""",
S.S.Jennie A Shephard,,,schooner,,,5/7/1870,1870,5,7,Sandy Hook,,,Stranded in fog,,,,,,,,,Georgetown,DC,"New York, NY",,,,,,,Coal,,N,N,Refloated; no damage,
S.S.Jennie Bell,,,schooner,,,,,,,Sandy Hook,,,Grounded,,,,,,,,,,,,,,,,,,Rum,,,N,Rum runner,
S.S.Jennie Hall,,,schooner,1883,"Columbia Falls, ME",2/7/1889,1889,2,7,Sandy Hook SE 2 mi,,,Stranded,Wood,,121.8,32.1,10.5,412.38,391.77,"Machias, ME",Jacksonville,FL,"New York, NY",Coffin,9,,0,"$20,000","$20,000",Lumber,,N,N,#76454; Refloated,
S.S.Jennie R Tomlinson,,,schooner,1891,"Milton, DE",12/24/1897,1897,12,24,Barnegat Shoal NE 1.25,,,Grounded,,,117,28,7,167,158.4,"Wilmington, DE",New York,NY,"New Bern, NC",Lekita,5,,0,"$10,000","$5,000",Fertilizer,"Forked River, NJ",N,N,#76951; Refloated,See scrapbooks 38 - 43 - Purple Misc
S.S.Jennie Thomas,,,schooner,1891,,11/16/1908,1908,11,16,Sandy Hook E 300 mi,,,Abandoned,,,,,,691,,,,,,,7,,0,,,,,,N,#76946,
S.S.Jennie Z,,,schooner,1884,"Cherry Hill, NJ",7/4/1897,1897,7,4,Sandy Hook LSS N .75 mi,,,Stranded,,,44.7,17,4.3,19.27,18.31,"New York, NY",,,Fishing trip,Titus,22,,0,$700,,,,N,N,#76699; Refloated,
S.S.Jenny (1871),,,schooner,,,7/23/1871,1871,7,23,NJ Flats,,,Burned,,,,,,,,,,,,,,,,,,,,Y,N,Explosion in hold; Burned to waterline,
S.S.Jesse M Justis,,,schooner,,,5/9/1842,1842,5,9,Absecon Beach,,,Capsized in wind,,,,,,,,,Pawtucket,RI,"Philadelphia, PA",Mc Laughlin,,,0,,,,,Y,N,Total loss,See scrapbooks 38 - 43 - Purple Misc
S.S.Jesse W Starr,,,schooner,1874,,2/28/1906,1906,2,27,,37-33-00 N,74-36-00 W,Abandoned,,,,,,307,,,,,,,6,,6,,,,,,N,#75682,See scrapbooks 38 - 43 - Purple Misc
S.S.Jew,,,schooner,,,2/11/1843,1843,2,11,Sandy Hook Point,,,Grounded,,,,,,,,,Baltimore,MD,"Providence, RI",,,,0,,,Corn,,Y,N,Total loss,
S.S.Jim Crow,,,schooner,,,9/2/1839,1839,9,2,Great Egg Harbor E 86 mi,,,Wrecked; Abandoned,,,,,,,,,,,,,,,,,,,,,N,,
S.S.Joe Hooker (1887),,,schooner,1868,,12/17/1887,1887,12,17,,40-47-00 N,67-45-00 W,Abandoned while sinking,,England,,,,68,,,,,,Jordan,,,0,,,,,Y,N,Sank,
S.S.John (1870),,,schooner,,,2/11/1870,1870,2,11,Atlantic City,,,Stranded,,,,,,,,,Wilmington,NC,"New York, NY",,,,,,,"Naval stores, peanuts & coffee",,N,N,Refloated,
S.S.John A Griffin,,,schooner,1860,"Wilmington, DE",12/9/1885,1885,12,9,Barnegat,,,In distress in gale,,,117,29.6,14,306,290,"Wilmington, DE",Wilmington,DE,"Philadelphia, PA",Edward Rice,,,,,,"180,000 ft lumber; 100 ton iron",,N,N,#13728; Towed to New York,
S.S.John A Lingo,,,schooner,1883,"Indian River, NJ",2/10/1909,1909,2,10,Townsends Inlet South bar,,,Foundered,,,58,22,4.4,36.13,34.32,"Somers Point, NJ",Indian River,NJ,"Sea Isle, NJ",Ingersoll,4,,0,"$4,000",$800,Lumber,Townsends Inlet,N,N,#76448; Refloated,
S.S.John A McKie,,,schooner,1868,"Philadelphia, PA",7/16/1899,1899,7,16,Ship Bottom LSS N 1.5 mi,,,Stranded in fog,Wood,,111.4,29.6,8.5,223,183,"Boston, MA",St John,NF,"Philadelphia, PA",Albert Erb,6,1,0,"$4,000","$6,000",Laths,Ship Bottom,Y,N,#9724; Total loss,
S.S.John A Stanley,,,schooner,,,11/5/1859,1859,11,5,Squan Inlet S 6 mi,40-01-42 N,74-09-00 W,Stranded,Wood,US,,,,,,"Brookhaven, CT",,,,Jackson,5,,0,,,Cotton,,N,N,Refloated,
S.S.John Albert Smith,,Lewis Choate,schooner,1870,"Ipswitch, MA",1/15/1874,1874,1,15,Cape May E 100 mi,,,"Collision w/ ""Isaac Rich""",,,,,9,77,,"Ipswitch, MA",Bowler's Rock,RI,,A C Dodge,,,,,,,,N,N,Partial loss,
S.S.John and Richard (1844),,,schooner,,,12/11/1844,1844,12,11,Cape May,,,Grounded,,,,,,,,"Great Egg Harbor, NJ",Philadelphia,PA,"New York, NY",,,,,,,Coal,,Y,N,Cargo saved; Ship lost,
S.S.John Anna (1879),,,schooner,1866,"Somers Point, NJ",10/3/1879,1879,10,3,Little Egg Inlet,,,Grounded in gale,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",Mullica River,NJ,"Great Egg Harbor, NJ",Horton,3,1,0,"$2,000",$500,Oysters,Little Egg #23,N,N,#12906; Refloated,
S.S.John Anna (1883),,,schooner,1866,"Somers Point, NJ",9/17/1883,1883,9,17,Corsons Inlet bar,,,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",New York,NY,"Corsons Inlet, NJ",,3,1,0,"$2,000",$500,Lime,,N,N,#12906; Refloated,
S.S.John Anna (1884),,,schooner,1866,"Somers Point, NJ",1/6/1884,1864,1,6,Great Egg Harbor Inlet,,,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",Somers Point,NJ,"Hog Island, VA",Horton,3,1,0,"$1,600",,In ballast,Great Egg Harbor,N,N,#12906; Refloated,
S.S.John Anna (1894A),,,schooner,1866,"Somers Point, NJ",4/6/1894,1894,4,6,Corsons Inlet bar,,,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",Wye River,MD,"Corsons Bay, NJ",Bailey,4,0,0,"$1,000",$500,Oysters,,N,N,#12906; Refloated,
S.S.John Anna (1894B),,,schooner,1866,"Somers Point, NJ",4/23/1894,1894,4,23,Corsons Inlet bar,,,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",Hampton,VA,"Ludlams Bay, NJ",Bailey,3,0,0,"$1,000",$550,Oysters,,N,N,#12906; Refloated,
S.S.John Anna (1895),,,schooner,1866,"Somers Point, NJ",5/9/1895,1895,5,9,Great Egg LSS S 2 mi,,,Stranded,,,52.5,18.7,4.5,29.36,27.89,"Somers Point, NJ",Tuckahoe,NJ,"New York, NY",Bailey,2,0,0,$500,$150,Wood,Great Egg ,N,N,#12906; Refloated,
S.S.John B Biemiller,,E S Crosby,schooner,1903,"Bath, ME",2/8/1910,1910,2,8,Long Beach LSS S 1.5 mi,,,Grounded,,,188.3,38.2,21.8,1077,858,"Bath, ME",Puerto Rico,,"New York, NY",,10,,0,"$40,000","$35,000",Sugar,Long Beach,N,N,#77588; Refloated,
S.S.John B Connor,,J B Connor,schooner,1868,"Magnolia, DE",9/18/1883,1883,9,18,Barnegat Inlet South Jetty,,,Grounded,Wood,,,,,58,,"Magnolia, DE",,,,S Blaxon,,,,,,Stone,,N,N,#75187; Refloated,
S.S.John B Coyle,,,schooner,1891,"Bath, ME",7/28/1896,1896,7,28,Hereford Inlet LSS SE 1 mi,,,Stranded; Captain error,,,155.3,34.3,16.8,685.16,607.31,"Portland, ME",Philadelphia,PA,"Portland, ME",Welsh,8,,0,"$38,000","$5,000",Coal,Hereford,N,N,#76952; Refloated,
S.S.John B Manning,,Amos Birdsall,schooner,1889,"Wilmington, DE",4/13/1913,1913,4,13,Barnegat E 6 mi,,,"Collision w/ ""Buenos Aires""",,,198.9,40.1,17.4,1190,955,"Philadelphia, PA",Savannah,GA,"Perth Amboy, NJ",Alonzo Byers,9,,0,"$18,000","$15,000",1600 ton Yellow pine RR ties,,,N,#76814,
S.S.John B Moreau,,,schooner,,,3/21/1856,1856,3,21,Little Egg Harbor,,,Stranded,,,,,,,,,Virginia,,"New York, NY",,,,,,,,,,N,,
S.S.John B Myers,,M B Elwood,schooner,1857,"Clinton, CT",11/17/1872,1872,11,17,Barnegat,,,"Collision w/ ""Belle R Hull""",,US,,,,181,,"Southport, CT",Jersey City,NJ,"Richmond, VA",M B Elwood,,,,,,Iron; salt hay,,Y,N,Sank in 15 minutes,
S.S.John Bossert,,L Bossert & Son,schooner,1904,"Bath, ME",2/15/1916,1916,2,15,"Seabright, NJ",,,Burned,,US,170.7,36,12.8,601,492,"New York, NY",Georgetown,SC,"New York, NY",H P Smith,8,,1,,,Lumber,,Y,N,#201579 Total loss,
S.S.John C Bowers,,,schooner,,,1838 - 1878,1860,,,Barnegat Inlet,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,,See scrapbooks 38 - 43 - Purple Misc
S.S.John C Jackson,,,schooner,,,1838 - 1878,1860,,,Squan Inlet,,,Stranded,,,,,,,,,,,,,,,,,,,,,N,,
S.S.John C Wells,,,schooner,,,1/1854,1854,1,,Cape May,,,Collision w/ unknown schooner,,,,,,,,,New York,NY,"Philadelphia, PA",,,,,,,,,,N,,
S.S.John Cadwalader,,Edward Hardin,schooner,1853,"Tuckahoe, NJ",5/22/1876,1876,5,22,Sandy Hook SE 80 mi,,,"Collision w/ ""O M Marrett""",,,91.8,26.4,8.5,125,,"Tisbury, MA",New York,NY,"Jacksonville, FL",Phinney,,,,,,,,N,N,#13825; Partial loss,
S.S.John Collins,,Colts & Tilton,schooner,1853,"Union, NJ",6/10/1870,1870,6,10,Squan Inlet S 5.5 mi,,,Wrecked,,,,,9,146,,"Union, NJ",,,,Rankin,5,,0,,,,,,N,,
S.S.John E Dailey,,James Bliss,schooner,1860,"St George, ME",10/3/1880,1880,10,3,Sandy Hook East Beach,,,Sank,,,100,27,9.5,184,174,"St George, ME",Georgetown,DC,"New York, NY",Miller,,,,,,279 ton Coal,,Y,N,#12056; Total loss,
S.S.John F Kranz (1896),,,schooner,1871,"East Boston, MA",3/21/1896,1896,3,21,Barnegat outer shoal,,,Grounded,Wood,US,140.9,32,16.8,546.89,519.54,"Boston, MA",Providence,RI,"Philadelphia, PA",MacDonald,8,,0,"$6,000",,None,Barnegat & Forked River,N,Y,#75313; Refloated,
